service_date,route_id,observed_service_hours,total_observations,observation_cv,coverage_band,stability_band,valid_row_percentage,eligibility_status
2026-05-15,11201,11,5850,0.647,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,11692,11,5634,0.6407,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,11693,10,4022,0.5507,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,11696,11,2832,0.4222,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,12940,11,2703,0.6022,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,13684,6,688,0.5667,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,16717,5,1236,0.4549,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,16718,11,9194,0.6519,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,16719,11,1383,0.6501,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,17707,11,2731,0.5077,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,18213,5,255,0.8311,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,18705,11,4584,0.5822,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,20667,11,3077,0.5806,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,22638,11,3157,0.4752,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,22639,9,1100,0.5664,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,23384,11,14627,0.4998,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,29038,11,5469,0.5855,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,29040,2,35,0.9293,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,30036,11,1365,0.5848,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30037,11,1626,0.6561,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30038,11,2043,0.7125,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30039,11,2567,0.6949,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30040,11,2472,0.7394,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30041,7,953,0.8462,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,30043,11,3643,0.5158,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30044,11,863,0.5282,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30045,9,1770,0.5245,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,30046,11,3566,0.4858,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,30047,11,1591,0.5315,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30048,11,1440,0.5715,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30049,11,1986,0.6704,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30050,11,1857,0.5137,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30051,11,822,0.6048,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30055,11,4310,0.5189,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,30584,11,1489,0.5605,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,31816,8,1011,0.5902,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,31817,8,984,0.6149,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,31818,8,642,0.3938,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,31819,11,2167,0.4461,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,31821,9,883,0.3867,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,31822,9,978,0.6226,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,32799,11,3484,0.5514,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,33292,11,2724,0.5076,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,33538,11,2006,0.4744,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,34042,9,1094,0.6814,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,34043,9,1282,0.5244,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,34540,10,774,0.5697,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,34541,10,873,0.543,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,34542,11,4285,0.4644,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,34543,11,3491,0.5689,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,36799,11,1494,0.7128,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,37807,11,10028,0.5744,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,37808,11,6753,0.4993,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,37809,11,5474,0.4291,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,37810,11,15945,0.6622,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,38311,11,5049,0.4449,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,39304,10,1644,0.7049,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,39305,7,3627,0.7345,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,39307,11,2504,0.7188,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,40855,11,2062,0.4408,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,45596,6,781,0.4453,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,46099,11,1480,0.5389,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,46604,11,7740,0.4889,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,48855,8,1275,0.3877,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6612,11,6171,0.4848,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6613,11,6218,0.4516,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6614,11,7287,0.6612,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6615,11,5153,0.6206,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6616,11,4741,0.689,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6617,11,8887,0.4848,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6618,11,6183,0.4418,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6619,11,8405,0.4991,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6620,11,6767,0.4701,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6621,11,2971,0.5047,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6622,11,13695,0.5673,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6623,11,5323,0.488,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6624,11,10341,0.5139,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6625,11,7560,0.4156,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6626,11,7614,0.5152,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6627,11,12440,0.6584,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6628,11,3383,0.6159,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6629,11,2513,0.6458,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6630,11,4121,0.5327,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6631,11,1568,0.6566,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6633,11,5250,0.5316,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6635,7,3346,0.677,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6636,11,16349,0.6377,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6637,11,3376,0.4902,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6638,11,4298,0.6228,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6641,11,16997,0.6628,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6642,11,8036,0.5628,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6643,11,2906,0.577,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6644,11,2874,0.6494,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6645,11,5199,0.5828,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6646,11,4130,0.5382,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6647,11,2334,0.5084,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6648,11,4373,0.6977,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6649,11,5487,0.6194,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6650,11,3606,0.5326,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6651,11,6979,0.6156,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6652,11,2286,0.4813,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6654,11,2513,0.4689,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6656,8,967,0.6304,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6657,11,5067,0.5637,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6658,11,2999,0.5477,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6659,11,1691,0.3885,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6660,11,3102,0.6641,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6661,11,3075,0.5835,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6662,11,2721,0.6007,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6663,11,2427,0.4888,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6664,11,2598,0.4507,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6665,11,2340,0.4044,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6666,11,3916,0.6222,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6667,11,7879,0.5384,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6668,11,1881,0.4392,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6672,8,4063,0.5988,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6673,11,3347,0.687,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6674,11,1473,0.6416,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6675,11,1517,0.6599,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6676,11,2680,0.5944,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6677,11,2675,0.646,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6678,11,2153,0.6004,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6679,11,2436,0.5825,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6680,11,1979,0.6432,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6682,11,7818,0.5687,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6683,8,1846,0.751,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6685,11,2775,0.7274,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6686,7,536,0.69,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6687,11,9232,0.6258,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6688,11,1148,0.5516,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6689,11,825,0.7838,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6690,11,1391,0.6893,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6691,11,1130,0.7792,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6692,11,3686,0.5185,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6693,11,4600,0.6446,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6698,11,4718,0.5823,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6699,6,1115,0.5928,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6700,11,3263,0.4549,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6701,11,1626,0.7341,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6702,10,2299,0.674,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6703,11,6455,0.4193,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6704,11,6687,0.661,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6705,11,12054,0.5236,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6706,11,8140,0.5108,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6707,11,4175,0.6872,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6708,11,3224,0.5961,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6709,9,2128,0.5561,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6710,5,184,0.7142,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6712,11,10934,0.5054,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6713,11,3971,0.5019,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6714,9,5315,0.5366,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6715,11,6937,0.5511,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6716,7,1265,0.4886,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6717,6,1266,0.7917,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6718,5,351,0.381,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6719,7,705,0.6352,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6720,7,1257,0.8924,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6721,7,1192,0.8178,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6722,11,3147,0.5705,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6723,11,2823,0.6058,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6724,11,4361,0.5576,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6725,11,1965,0.5357,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6726,11,3136,0.5359,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6727,11,4388,0.4472,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6728,11,9885,0.5391,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6730,11,6643,0.6956,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6737,11,6253,0.601,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6738,11,8232,0.5105,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6739,7,1047,0.7639,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6741,11,5321,0.5255,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6742,6,609,0.4467,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6743,8,832,0.8918,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6744,6,809,0.5037,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6745,3,198,0.2424,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6746,2,98,0.7793,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6747,11,3424,0.6656,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6748,11,5580,0.4879,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6749,11,6688,0.4897,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6754,2,52,0.8159,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6762,2,81,0.2619,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6776,9,684,0.5044,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6779,11,870,0.4151,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6780,11,1599,0.6914,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6790,11,1123,0.5486,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6796,11,1594,0.3892,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6799,11,1503,0.5006,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6800,10,1370,0.4939,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6804,6,307,0.7391,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6805,8,342,0.6961,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6806,11,1718,0.6136,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6811,11,828,0.3838,Medium Coverage,Stable,100.0,Not Eligible
2026-05-15,6817,11,2865,0.6368,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6818,11,1661,0.6389,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6819,11,5263,0.687,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6821,11,5853,0.6264,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6822,10,2910,0.6065,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6823,6,366,0.7358,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6825,5,391,0.347,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6827,7,1000,0.4725,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6828,10,1217,0.6138,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,6829,7,952,0.4885,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6841,1,9,0.0,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,6843,6,329,0.7692,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,6844,6,325,0.4032,Low Coverage,Stable,100.0,Not Eligible
2026-05-15,7224,9,3587,0.562,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,7321,11,3583,0.5049,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,7322,8,387,0.609,Low Coverage,Moderate,100.0,Not Eligible
2026-05-15,8290,11,2704,0.5705,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-15,9745,7,1740,0.5184,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,10232,9,506,0.7226,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,11201,10,2599,0.6917,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,11202,10,534,0.8083,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,11692,10,2996,0.8573,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,11696,10,1982,0.7666,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,12940,10,1564,0.7425,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,13684,8,398,0.7882,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,16717,3,1050,0.3192,Low Coverage,Stable,100.0,Not Eligible
2026-05-16,16718,10,7532,0.8179,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,16719,10,920,0.7763,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,17707,10,2037,0.7064,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,18705,10,2386,0.7218,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,20667,10,1161,0.6917,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,22638,10,1711,0.7311,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,22639,9,1363,0.9995,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,23384,10,7493,0.6664,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,29038,10,3019,0.7356,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30036,10,594,0.6888,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30037,10,680,0.9626,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30038,10,1055,0.7229,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30039,10,1336,0.7162,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30040,10,1177,0.9185,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30042,7,662,0.8815,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,30043,10,1935,0.7039,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30044,10,544,0.7166,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30045,9,1150,0.8586,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,30046,10,1707,0.6734,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30047,10,693,0.7835,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30048,9,628,0.5262,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,30049,10,976,0.6637,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30050,10,867,0.6419,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30051,10,552,0.7133,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30055,10,3359,0.6838,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,30584,10,905,0.7428,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,31816,8,461,0.6151,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,31817,9,468,0.6635,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,31818,10,582,0.7426,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,31819,10,1526,0.6818,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,31821,9,462,0.7277,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,31822,9,409,0.7318,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,32799,10,2602,0.7155,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,33292,10,1313,0.6966,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,33538,10,1477,0.7172,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,34042,7,353,0.9952,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,34043,7,249,0.7379,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,34540,10,553,0.684,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,34541,10,572,0.7611,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,34542,10,2778,0.684,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,34543,10,1844,0.7473,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,36799,9,659,0.7165,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,37807,10,5703,0.667,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,37808,10,4056,0.6603,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,37809,10,3370,0.6933,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,37810,10,6218,0.725,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,38311,10,3598,0.7056,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,39304,10,936,0.7062,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,39307,10,594,0.6888,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,40855,10,1095,0.6721,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,46099,10,1010,0.6668,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,46604,10,4650,0.6967,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,48855,8,655,0.8898,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,6612,10,4036,0.675,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6613,10,4668,0.6596,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6614,10,5665,0.8256,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6615,10,3210,0.6605,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6616,10,2942,0.6351,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6617,10,6338,0.6782,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6618,10,4699,0.6946,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6619,10,5449,0.7395,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6620,10,4153,0.6962,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6621,10,2412,0.719,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6622,10,8947,0.7181,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6623,10,3967,0.6881,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6624,10,10007,0.8124,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6625,10,5212,0.6856,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6626,10,4215,0.6919,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6627,10,6278,0.7278,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6628,10,2004,0.7004,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6629,10,1658,0.7331,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6630,10,2368,0.7058,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6631,10,925,0.8086,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6633,10,3701,0.7172,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6636,10,6928,0.7008,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6637,10,2836,0.6673,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6638,9,2548,0.797,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,6641,10,8259,0.7072,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6642,10,4809,0.7089,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6643,10,1713,0.7005,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6644,10,1045,0.705,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6645,10,3065,0.6929,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6646,10,2244,0.6902,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6647,10,1893,0.7411,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6648,10,1748,0.7145,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6649,10,3355,0.7119,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6650,10,1571,0.6838,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6651,10,4042,0.7894,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6652,10,1442,0.7094,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6654,10,1694,0.6822,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6657,10,2979,0.6995,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6658,10,1494,0.7211,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6659,10,1181,0.6881,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6660,10,1859,0.7727,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6661,10,1320,0.7462,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6662,10,1259,0.7028,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6663,10,1465,0.6926,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6664,10,1568,0.7678,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6665,10,1521,0.6964,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6666,10,2143,0.688,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6667,10,5296,0.737,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6668,10,1395,0.7139,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-16,6672,8,1693,0.927,Low Coverage,Moderate,100.0,Not Eligible
2026-05-16,6673,10,1921,0.7457,Medium Coverage,Moderate,100.0,Not Eligible
